id,article_id,canonical_topic,keywords,intent,audience,prerequisites,complexity,enriched_at,llm_model
284,10601,University Administrative (UA) Lifecycle Requests,"{""University Administrative (UA) Lifecycle Request form"",""computer lifecycle requests"",""new computer requests"",""individual equipment requests""}",overview,admin,{},beginner,2026-02-02 11:54:41.430824,llama3.1:8b
285,10603,Mobile Device Configuration,"{""mobile device"",""IU passphrase"",""Acceptable Use Agreement""}",reference,student,"{""Your responsibilities as a computer user at IU""}",beginner,2026-02-02 11:54:52.945355,llama3.1:8b
286,2363,MPI,"{MPI,I/O,""parallel computing"",supercomputing,""IU research supercomputers""}",how-to,researcher,"{""basic understanding of parallel computing"",""familiarity with MPI""}",advanced,2026-02-02 11:55:06.502108,llama3.1:8b
287,2301,IU Infrastructure,"{""server co-location"",""Indiana University Data Centers"",UITS}",reference,admin,{},intermediate,2026-02-02 11:55:16.673545,llama3.1:8b
288,10519,Microsoft Teams File Sharing,"{""Microsoft Teams"",""file sharing"",""storage locations"",""channel conversations"",""direct messages"",""meeting recordings""}",overview,general,{},unknown,2026-02-02 11:55:28.570086,llama3.1:8b
289,11733,Access Control Management,"{ACM,""mail-enabled group"",""Active Directory""}",how-to,admin,"{""Create, edit, or delete Access Control Management (ACM) groups"",""Access Control Management (ACM) basics""}",intermediate,2026-02-02 11:55:42.610471,llama3.1:8b
290,11735,IU Executive Support,"{""Executive Technology Support"",""Internal IT Support"",""IU Administration""}",overview,admin,{},unknown,2026-02-02 11:55:52.664664,llama3.1:8b
291,11739,IU Common Build,"{""IU Common Build"",""iPad enrollment"",""Apple School Manager"",""device security""}",how-to,faculty,"{""computer naming convention"",""device requirements""}",intermediate,2026-02-02 11:55:53.677604,llama3.1:8b
292,10614,Microsoft Teams at IU,"{""Microsoft Teams"",IU,""Teams Calls"",""Office Telephone Service""}",reference,unknown,{},intermediate,2026-02-02 11:56:18.577124,llama3.1:8b
293,11050,Accessibility at IU,"{""Indiana University"",""disability resources"",""assistive technology"",""accessibility centers""}",overview,general,{},unknown,2026-02-02 11:56:29.398302,llama3.1:8b
294,10623,Microsoft Authentication,"{""Microsoft 365"",Azure,""IU Login"",""Microsoft authentication"",""account security settings""}",overview,unknown,{},intermediate,2026-02-02 11:56:41.277798,llama3.1:8b
295,10626,GIS Services at IU,"{Esri,IU,maps,data,GIS}",overview,student,{},intermediate,2026-02-02 11:56:53.496811,llama3.1:8b
296,10628,IU Self Service,"{""IU Self Service"",""Jamf Pro"",""Apple devices"",""macOS systems"",""Common Build"",""application catalog""}",overview,unknown,"{""Basic computer knowledge"",""Familiarity with IU technology""}",intermediate,2026-02-02 11:57:09.517722,llama3.1:8b
297,11743,IU Common Build,"{""IU Common Build"",macOS,""endpoint management""}",overview,admin,{},intermediate,2026-02-02 11:57:19.555918,llama3.1:8b
298,10630,Research and Academic LLM Services (REALLMS),"{LLM,""chat service"",""Indiana University community"",""Open WebUI AI platform"",""vLLM backend""}",overview,researcher,{},intermediate,2026-02-02 11:57:34.37453,llama3.1:8b
299,11294,IU Tools,"{""Genio Notes"",Glean,""note-taking tool"",""study aid""}",overview,student,{},beginner,2026-02-02 11:57:45.15254,llama3.1:8b
300,10642,Microsoft 365,"{""Microsoft 365"",""IU subscription"",""Microsoft software"",""personal computers"",macOS,Windows}",overview,student,{},beginner,2026-02-02 11:57:58.686101,llama3.1:8b
301,10643,Microsoft 365,"{""Microsoft 365"",security,""Exchange Online"",""Safe Links"",""Safe Attachments""}",overview,admin,{},intermediate,2026-02-02 11:57:59.699139,llama3.1:8b
302,10331,Microsoft Teams at IU,"{IU,""Microsoft Teams"",""best practices""}",overview,faculty,{},intermediate,2026-02-02 11:58:20.466358,llama3.1:8b
303,10648,Google at IU,"{google,""iu account"",""leaving iu""}",overview,unknown,"{""IU Google Account setup""}",intermediate,2026-02-02 11:58:31.57912,llama3.1:8b
304,10650,Cloud Computing,"{""cloud computing"",IaaS,PaaS,SaaS,""private clouds"",""public clouds"",""hybrid clouds""}",overview,student,{},intermediate,2026-02-02 11:58:44.020288,llama3.1:8b
305,10654,Data Security,"{Varonis,""data security"",""governance platform"",""Indiana University"",""institutional data""}",overview,researcher,"{""information security"",""university policy""}",intermediate,2026-02-02 11:58:58.315621,llama3.1:8b
306,10681,Kaltura,"{Kaltura,IU,MediaSpace}",reference,faculty,{},intermediate,2026-02-02 11:59:08.014183,llama3.1:8b
307,10720,Power BI,"{""Power BI"",""Microsoft Power BI"",""Business Analytics""}",overview,general,{},beginner,2026-02-02 11:59:17.900942,llama3.1:8b
308,10724,IUanyWare,"{Citrix,IUanyWare,""known issues"",workarounds}",reference,unknown,{},intermediate,2026-02-02 11:59:29.148934,llama3.1:8b
310,10739,Data Security,"{""international travel"",""data security"",""campus community"",""export restrictions"",""import restrictions""}",overview,unknown,{},intermediate,2026-02-02 11:59:52.515059,llama3.1:8b
311,10742,Accessibility,"{IU,""Indiana University"",""Accessibility resources"",""Assistive technologies"",""Campus resources""}",reference,unknown,{},beginner,2026-02-02 11:59:53.528409,llama3.1:8b
312,10837,Data Management at IU,"{""transcription services"",""institutional data"",IU}",reference,admin,"{""data management standards"",""IU policies and regulations""}",intermediate,2026-02-02 12:00:17.825782,llama3.1:8b
313,10853,Canvas Integration,"{Canvas,""LTI tools"",""external apps"",""IU Canvas"",integration}",overview,faculty,"{""basic knowledge of Canvas""}",intermediate,2026-02-02 12:00:29.467029,llama3.1:8b
314,10931,Geode-Project Allocation Management,"{Geode-Project,""access management"",Windows,""AD groups""}",overview,researcher,"{""Understanding of Research Technologies services"",""Basic knowledge of IU's research supercomputers""}",intermediate,2026-02-02 12:00:43.443478,llama3.1:8b
315,10933,RT Projects,"{Geode-Project,allocation,""RT Projects""}",overview,faculty,"{""What is an RT Project"",""Understanding allocations""}",intermediate,2026-02-02 12:00:54.955856,llama3.1:8b
316,11750,Administrative Access,"{""administrative access"",""faculty computers"",""staff computers"",""IU policies"",""safe computing"",""best practices""}",policy,unknown,{},intermediate,2026-02-02 12:01:08.828675,llama3.1:8b
317,10985,VDI Computer Configuration,"{""Presenter Mode"",""VDI machine"",""Display Configurator"",adavana}",how-to,unknown,{},intermediate,2026-02-02 12:01:20.362514,llama3.1:8b
318,11753,Microsoft Exchange Online,"{""Exchange Online"",""iOS Configuration"",iPhone,iPad,""Outlook App""}",how-to,student,"{""email account"",""IU login credentials""}",intermediate,2026-02-02 12:01:34.232464,llama3.1:8b
319,11757,IUIE Job Scheduling,"{IUIE,""scheduled report"",""job scheduling"",""database down""}",troubleshooting,admin,"{""IUIE job scheduling basics""}",intermediate,2026-02-02 12:01:48.080637,llama3.1:8b
320,10937,SLURM,"{""MS Query"",MySQL,""IU RDC""}",how-to,student,"{""Excel basics"",""Microsoft Query fundamentals""}",intermediate,2026-02-02 12:01:59.453722,llama3.1:8b
321,11761,IUIE (Interactive UI Environment),"{IUIE,""Quick View"",""scheduled reports""}",overview,faculty,"{""My Catalog"",""Completed Reports"",""scheduled jobs""}",intermediate,2026-02-02 12:02:00.467625,llama3.1:8b
322,10942,Denodo,"{Denodo,""data virtualization"",integration,caching,""performance optimization""}",how-to,unknown,"{""familiarity with Denodo"",""understanding of data virtualization concepts""}",intermediate,2026-02-02 12:02:26.217991,llama3.1:8b
323,10945,IU RDC Policies,"{""IU RDC"",""research database complex"",MySQL,PostgreSQL,""database security"",accounts}",reference,unknown,{},intermediate,2026-02-02 12:02:38.461927,llama3.1:8b
324,10946,Kubernetes Hosting,"{SiteKube,AppKube,""Kubernetes hosting"",""security needs"",""WCMS sites"",""dynamic applications""}",overview,admin,"{Kubernetes,containerization}",intermediate,2026-02-02 12:02:53.567029,llama3.1:8b
325,10951,SQL,"{""Structured Query Language"",""database query language"",""ANSI standard"",""ISO standard""}",overview,student,{},intermediate,2026-02-02 12:03:04.251163,llama3.1:8b
326,10953,Web Hosting Migration,"{SiteKube,Sitehost,""web hosting migration""}",how-to,admin,"{""Basic knowledge of web hosting and site maintenance""}",intermediate,2026-02-02 12:03:16.024859,llama3.1:8b
327,10968,Windows Hosting Environment,"{""Windows Hosting Environment"",""University Information Technology Services"",""service agreement""}",reference,admin,{},unknown,2026-02-02 12:03:26.206711,llama3.1:8b
328,2311,Tableau,"{Tableau,""visualization software"",""data analysis""}",overview,unknown,{},intermediate,2026-02-02 12:03:36.342653,llama3.1:8b
329,10981,Accessibility,"{IU,""Indiana University"",""Assistive Technology and Accessibility Centers (ATAC)"",""textbook formats"",""alternative media""}",overview,faculty,{},beginner,2026-02-02 12:03:48.395746,llama3.1:8b
330,10982,Data Virtualization,"{Denodo,""REST APIs"",""data virtualization""}",overview,admin,{},intermediate,2026-02-02 12:03:58.512284,llama3.1:8b
331,10987,Email Security,"{phishing,scams,""email security"",""social engineering""}",overview,general,{},beginner,2026-02-02 12:03:59.525498,llama3.1:8b
332,10996,Microsoft Power Platform,"{""Microsoft Power Platform"",""licensing options"",""Power BI""}",overview,faculty,{},intermediate,2026-02-02 12:04:21.967444,llama3.1:8b
333,11055,Student Accounts,"{""student accounts"",""IU campus transfer"",""study abroad"",""active military service""}",overview,student,{},intermediate,2026-02-02 12:04:32.741839,llama3.1:8b
334,11056,IU Computing Accounts,"{""Indiana University"",""employee computing accounts"",""leaving IU"",""job termination""}",overview,faculty,{},intermediate,2026-02-02 12:04:43.791207,llama3.1:8b
335,11059,Stellic,"{Stellic,""quick start guide"",""academic plan"",""IU Columbus"",""IU East"",""IU Fort Wayne"",""IU Kokomo"",""IU Northwest"",""IU South Bend"",""IU Southeast""}",overview,student,{none},beginner,2026-02-02 12:04:59.316462,llama3.1:8b
336,11073,Stellic at IU,"{stellic,iu,""course management"",requirements,""progress tracking""}",overview,student,{},beginner,2026-02-02 12:05:10.628106,llama3.1:8b
337,11089,Student Registration,"{Stellic,""IU courses registration"",""SIS Student Center""}",how-to,student,"{""understanding of IU course registration process""}",beginner,2026-02-02 12:05:22.391321,llama3.1:8b
338,11094,Content Creation,"{""KB contributor style guide"",""Knowledge-Centered Service"",KCS}",reference,admin,{},intermediate,2026-02-02 12:05:32.831696,llama3.1:8b
339,11105,Course Registration,"{""course changes"",registration,Stellic,""SIS Student Center""}",how-to,student,{},intermediate,2026-02-02 12:05:43.755957,llama3.1:8b
340,11127,Student Center,"{""Student Center"",""IU Columbus"",""IU East"",Stellic}",overview,student,{},beginner,2026-02-02 12:05:54.390419,llama3.1:8b
341,11113,Academic Planning,"{""Degree Maps"",Stellic,""SIS Student Center""}",overview,student,{},intermediate,2026-02-02 12:05:55.403474,llama3.1:8b
342,11312,Accessibility,"{VoiceOver,""screen reader software"",macOS,""STC computing labs""}",how-to,student,"{""basic computer skills"",""familiarity with macOS""}",beginner,2026-02-02 12:06:19.19871,llama3.1:8b
343,10613,Office Message Encryption,"{""OME encryption"",""IU Exchange"",""message encryption"",""email encryption""}",how-to,unknown,"{""Understanding of IU Exchange""}",intermediate,2026-02-02 12:06:33.277346,llama3.1:8b
344,11131,Student Registration,"{""student center"",stellic,""sis student center"",""iu bloomington"",""iu indianapolis""}",overview,student,{},beginner,2026-02-02 12:06:44.988628,llama3.1:8b
345,11758,IUIE Reporting,"{IUIE,reporting,""running reports"",""scheduling reports""}",how-to,general,{},intermediate,2026-02-02 12:06:56.201948,llama3.1:8b
346,11137,Two-Step Login (Duo),"{""Two-Step Login"",Duo,""lost or stolen device"",""account recovery""}",troubleshooting,student,{},beginner,2026-02-02 12:07:08.41611,llama3.1:8b
347,11139,IU Virus Scanning,"{""virus scanning"",""removable media"",""Indiana University"",STCs}",overview,unknown,{},intermediate,2026-02-02 12:07:19.803812,llama3.1:8b
348,11154,IU Computing Labs,"{""Indiana University"",""Computing Labs"",""IU STCs""}",reference,unknown,{},unknown,2026-02-02 12:07:30.24282,llama3.1:8b
349,11165,IU Blogs,"{""IU Blogs"",Edublogs,CampusPress,blogging}",overview,unknown,{},intermediate,2026-02-02 12:07:41.309037,llama3.1:8b
350,11174,HIPAA Training,"{HIPAA,""HIPAA Security Rule"",PHI,""OVPIT staff""}",overview,admin,{},unknown,2026-02-02 12:07:52.303982,llama3.1:8b
351,11180,Microsoft 365 Security,"{""expired certificates"",""digitally signed mail"",""Exchange Online"",""IU security features""}",reference,unknown,{},intermediate,2026-02-02 12:07:53.317339,llama3.1:8b
352,11183,IU REDCap,"{""data collection instruments"",""form editor"",""Data Dictionary"",""IU REDCap""}",how-to,researcher,"{""understanding of IU REDCap basics""}",intermediate,2026-02-02 12:08:16.754019,llama3.1:8b
353,11789,OnBase Unity Client,"{""Unity client"",""home page"",""Retrieval screen"",""Custom Queries"",""File Cabinets"",""Batch Scanning"",""Batch Processing"",Workflow}",how-to,unknown,{},beginner,2026-02-02 12:08:30.445257,llama3.1:8b
354,11410,Web Development,"{SEO,""IU websites"",""Digital Strategy Initiative""}",overview,unknown,{},intermediate,2026-02-02 12:08:40.333721,llama3.1:8b
355,2396,IU REDCap Project Management,"{development,production,""project status"",""IU REDCap""}",overview,researcher,"{""Understanding IU REDCap basics"",""Creating a new project in IU REDCap""}",intermediate,2026-02-02 12:08:53.673426,llama3.1:8b
356,11775,SLURM,"{""cron jobs"",AppKube,""web application developers"",""maintenance tasks"",""background processes""}",how-to,unknown,"{Linux,""basic shell scripting""}",intermediate,2026-02-02 12:09:08.242525,llama3.1:8b
357,11779,Student Appointment Scheduler,"{""Student Appointment Scheduler"",""appointment availability"",""calendar management""}",how-to,unknown,{},intermediate,2026-02-02 12:09:19.019191,llama3.1:8b
358,11783,Data Delivery PDQ,"{PDQ,""Data Delivery PDQ application"",""IUIE PDQ report migration""}",overview,faculty,"{""understanding of IUIE PDQ reports"",""familiarity with Data Delivery PDQ system""}",intermediate,2026-02-02 12:09:33.528113,llama3.1:8b
359,11776,AppKube,"{AppKube,""web applications"",""IU web apps""}",how-to,unknown,{},intermediate,2026-02-02 12:09:44.296129,llama3.1:8b
360,11186,REDCap,"{""IU REDCap"",""data logging tool"",""audit trail"",""data log""}",overview,researcher,{},intermediate,2026-02-02 12:09:55.363673,llama3.1:8b
361,11188,REDCap Project Management,"{""IU REDCap"",""Production status"",""Online Form Editor""}",how-to,unknown,"{""Basic understanding of IU REDCap project management"",""Knowledge of online form editor interface""}",intermediate,2026-02-02 12:09:56.376546,llama3.1:8b
362,11314,IU Active Directory,"{""IU Active Directory"",""published printers"",""printers in Active Directory""}",how-to,unknown,"{""Active Directory Users and Computers snap-in"",""IU Active Directory setup""}",intermediate,2026-02-02 12:10:23.099374,llama3.1:8b
363,11190,IU REDCap,"{""Data Dictionary"",REDCap,""data collection instruments""}",how-to,researcher,"{""understanding of IU REDCap and data collection instruments""}",intermediate,2026-02-02 12:10:35.325198,llama3.1:8b
364,1422,University Information Technology Services,"{UITS,""Indiana University"",""info tech support""}",overview,general,{},unknown,2026-02-02 12:10:45.353263,llama3.1:8b
365,11192,IU REDCap,"{""longitudinal projects"",""data collection"",""multiple data entry forms"",time-points}",overview,researcher,"{""traditional data collection in IU REDCap"",""data dictionaries""}",intermediate,2026-02-02 12:10:58.446247,llama3.1:8b
366,11194,IU REDCap,"{""IU REDCap"",""Indiana CTSI"",""technical support""}",overview,unknown,{},beginner,2026-02-02 12:11:09.213081,llama3.1:8b
367,11196,REDCap,"{""data import"",""data export"",""IU REDCap"",""sensitive institutional data""}",how-to,researcher,"{""Types of sensitive institutional data appropriate for UITS Research Technologies services""}",intermediate,2026-02-02 12:11:22.525413,llama3.1:8b
368,10385,IU Job Opportunities,"{""IU Bloomington"",""IU Indianapolis"",""job opportunities"",""customer service"",""technical skills""}",overview,general,{},unknown,2026-02-02 12:11:33.705434,llama3.1:8b
369,1431,IU Accounts,"{""IU username"",""IU email address"",""University account"",""account access""}",overview,unknown,{},beginner,2026-02-02 12:11:46.060744,llama3.1:8b
370,11198,REDCap,"{""IU REDCap"",""REDCap 15.5"",""Redcap Release Notes"",""collaboration tools""}",overview,researcher,{},intermediate,2026-02-02 12:11:59.574468,llama3.1:8b
371,11205,IU Email Forwarding,"{""IU email"",""email forwarding"",""Microsoft Outlook"",""Outlook on the web""}",overview,student,{},beginner,2026-02-02 12:12:00.587588,llama3.1:8b
372,11351,IMU Campus Link Computers,"{IMU,""Campus Link"",computers,""UITS STC PC build""}",reference,general,{},unknown,2026-02-02 12:12:22.72661,llama3.1:8b
373,11209,Adobe Creative Cloud Storage,"{""Adobe Creative Cloud"",""data storage"",""institutional data"",""regulated data"",HIPAA,FERPA}",overview,unknown,{},intermediate,2026-02-02 12:12:35.565912,llama3.1:8b
374,11210,FireForm,"{FireForm,""business process management"",""data classification"",""compliance requirements""}",overview,admin,{},intermediate,2026-02-02 12:12:46.246085,llama3.1:8b
375,4080,IU VPN,"{""IU VPN"",""virtual private network"",""encrypted tunnel"",""secure remote access""}",overview,unknown,{},intermediate,2026-02-02 12:12:57.209253,llama3.1:8b
376,11212,Canvas File Management,"{Canvas,""file repository"",""storage quotas"",""institutional data"",""Files tool""}",overview,faculty,{},intermediate,2026-02-02 12:13:08.380821,llama3.1:8b
377,11215,EITS Workstation Builds,"{EITS,workstation,builds,macOS,Windows,UITS}",overview,faculty,{},intermediate,2026-02-02 12:13:20.432969,llama3.1:8b
378,11216,IU Computing Accounts,"{UITS,""IU Computing Accounts"",""personal account"",""group account""}",overview,student,{},beginner,2026-02-02 12:13:30.982662,llama3.1:8b
379,11217,IU Computing Policy,"{""Indiana University"",""computing accounts"",""IT policy"",""appropriate use""}",policy,admin,{},unknown,2026-02-02 12:13:41.508815,llama3.1:8b
380,11221,Cloud Computing,"{""cloud computing"",IU,""public cloud accounts"",AWS,""Google Cloud"",""Microsoft Azure""}",overview,unknown,{},intermediate,2026-02-02 12:13:55.807635,llama3.1:8b
381,10976,Financial Reconciliation,"{""Reconciler app"",""Indiana University"",""financial reconciliation process"",""automated interface""}",overview,unknown,{},intermediate,2026-02-02 12:13:56.82128,llama3.1:8b
382,11230,Computing Account Security,"{""IU computing account"",""account security"",""passphrase security""}",policy,student,{},beginner,2026-02-02 12:14:19.432444,llama3.1:8b
383,11232,IU Computing Policies,"{""IU computing resources"",""political campaigns"",""university mission""}",policy,general,{},unknown,2026-02-02 12:14:29.482234,llama3.1:8b
384,11237,IU Resources,"{UITS,""Indiana University""}",overview,student,{},beginner,2026-02-02 12:14:38.33389,llama3.1:8b
385,4958,IU Computing Policies,"{""Indiana University"",""computing policies"",accountability,""responsible use""}",policy,student,{},beginner,2026-02-02 12:14:50.404892,llama3.1:8b
386,11241,File Management,"{Linux,""Luddy Hall"",""file deletion"",""data recovery"",""Help Desk""}",how-to,student,"{""basic knowledge of Linux workstation usage"",""understanding of file directories and paths""}",intermediate,2026-02-02 12:15:06.304197,llama3.1:8b
387,11242,IU Bloomington Luddy SICE Systems,"{""Luddy School of Informatics"",""Computing, and Engineering"",""Knowledge Base""}",reference,student,{},beginner,2026-02-02 12:15:17.984791,llama3.1:8b
388,11244,IU Support,"{""Indiana University"",""Tier 2 Accounts"",""Student Information Systems (ASIS)"",""Two-Step Login (Duo)""}",reference,student,{},unknown,2026-02-02 12:15:29.886636,llama3.1:8b
389,11369,DDNS Configuration,"{DDNS,""Active Directory"",""DNS Records""}",troubleshooting,admin,"{""understanding Active Directory"",""computer accounts in ADS""}",intermediate,2026-02-02 12:15:41.747007,llama3.1:8b
390,11235,Indiana University Accounts,"{""non-enrolled students"",""student computing accounts"",""IU accounts""}",reference,general,{},unknown,2026-02-02 12:15:51.927054,llama3.1:8b
391,11108,University Registration,"{""Schedule Builder"",Stellic,""SIS Student Center""}",overview,student,{},beginner,2026-02-02 12:15:52.931524,llama3.1:8b
392,11245,IU Computing Policies,"{""Indiana University"",""computing policies"",""account use policies"",UITS}",reference,unknown,{},unknown,2026-02-02 12:16:14.065337,llama3.1:8b
393,11238,System Maintenance,"{""Scheduled Maintenance"",UITS,""IU Computing Systems""}",overview,admin,{},intermediate,2026-02-02 12:16:23.941024,llama3.1:8b
394,11262,Accessibility at IU,"{VoiceOver,MacOS,iOS,""Screen Reader"",IU}",reference,unknown,{},intermediate,2026-02-02 12:16:35.489633,llama3.1:8b
395,11313,Accessibility in IU Computing Labs,"{NVDA,""STC computing labs"",""IU Support Center"",Accessibility,""Assistive Technology""}",overview,student,{},beginner,2026-02-02 12:16:47.646913,llama3.1:8b
396,11151,STCs Usage Policies,"{""Student Technology Centers"",""IU mission"",""computing resources"",""student technology fee""}",policy,unknown,{},beginner,2026-02-02 12:16:59.036824,llama3.1:8b
397,11268,Accessibility at IU,"{NVDA,""NonVisual Desktop Access"",""screen reading application"",""IU computing labs""}",overview,unknown,{},beginner,2026-02-02 12:17:10.564845,llama3.1:8b
398,11270,Accessibility at IU,"{Fusion,Zoomtext,JAWS,IUware}",overview,unknown,{},beginner,2026-02-02 12:17:21.774426,llama3.1:8b
399,10983,Denodo,"{Denodo,""resource migration"",""IU environment""}",how-to,unknown,"{""understanding of Denodo at IU environment"",""basic knowledge of resource migration process""}",intermediate,2026-02-02 12:17:34.346124,llama3.1:8b
400,11276,Public Cloud Services,"{""Amazon Web Services"",""Google Cloud"",""Microsoft Azure"",""public cloud"",""IU staff"",""computing resources""}",overview,faculty,{},intermediate,2026-02-02 12:17:46.442454,llama3.1:8b
401,11277,Student Computing Accounts,"{""Indiana University"",""student computing accounts"",""ADS domain account"",One.IU}",overview,student,{},intermediate,2026-02-02 12:17:47.455278,llama3.1:8b
402,11281,Accessibility Software,"{ZoomText,""screen magnification"",""accessibility software"",IUware,""STC computing labs""}",overview,faculty,{},beginner,2026-02-02 12:18:09.813635,llama3.1:8b
403,11285,IU Accounts,"{""IU accounts"",""account eligibility"",username,passphrase}",overview,unknown,{},intermediate,2026-02-02 12:18:20.316661,llama3.1:8b
404,11288,Accessibility Software,"{JAWS,""screen reading software"",""braille and speech access""}",overview,unknown,{},beginner,2026-02-02 12:18:31.050785,llama3.1:8b
405,11293,IU Accounts and Services,"{UITS,""Indiana University"",""student computing accounts"",""faculty accounts"",""staff accounts"",affiliates}",overview,student,"{""admission to IU""}",beginner,2026-02-02 12:18:43.993441,llama3.1:8b
406,11389,Microsoft Teams Rooms,"{""Microsoft Teams Rooms"",""deployment guide"",""hardware requirements""}",overview,admin,"{""Basic understanding of Microsoft Teams""}",intermediate,2026-02-02 12:18:54.998542,llama3.1:8b
407,9163,Canvas Troubleshooting,"{Canvas,""login issues"",""IU computing accounts""}",troubleshooting,student,{},intermediate,2026-02-02 12:19:05.397481,llama3.1:8b
438,11365,Active Directory Services (ADS) Management,"{""Active Directory Services"",ads.iu.edu,""domain controller"",""network bandwidth""}",overview,admin,{},intermediate,2026-02-02 12:25:44.239447,llama3.1:8b
408,11302,Research Computing Conferences,"{PEARC,XSEDE,ACCESS,""Advanced Cyberinfrastructure Coordination Ecosystem: Services & Support"",""Practice & Experience in Advanced Research Computing"",""Extreme Science and Engineering Discovery Environment""}",overview,researcher,{},beginner,2026-02-02 12:19:22.073776,llama3.1:8b
409,11303,Public Cloud Services,"{""Amazon Web Services"",""Google Cloud"",""Microsoft Azure"",""public cloud resources"",research}",overview,faculty,{},intermediate,2026-02-02 12:19:33.360983,llama3.1:8b
410,11305,Fusion Access Issues,"{Fusion,""STC computing labs"",""access issues""}",troubleshooting,unknown,"{""IU STCs (computing labs)"",""campus Support Center contact""}",intermediate,2026-02-02 12:19:46.670482,llama3.1:8b
411,11306,JAWS on IU STC Computing Labs,"{JAWS,""IU STC computing labs"",""access issues"",""reporting issues""}",reference,admin,"{""familiarity with IU STC computing labs"",""knowledge of JAWS software""}",intermediate,2026-02-02 12:19:47.684015,llama3.1:8b
412,11307,Accessibility and Assistive Technologies,"{ZoomText,""STC computing labs"",""accessibility issues""}",troubleshooting,unknown,{},beginner,2026-02-02 12:20:13.521266,llama3.1:8b
413,11304,Cloud Services,"{AWS,""Google Cloud"",""Microsoft Azure"",""IU contract"",""cloud computing""}",overview,unknown,{},beginner,2026-02-02 12:20:24.928696,llama3.1:8b
414,11316,Windows User Management,"{""local user"",""domain user"",""Windows authentication"",""user permissions""}",overview,faculty,{},intermediate,2026-02-02 12:20:36.929428,llama3.1:8b
415,11318,Windows Management,"{IU,""organizational unit"",""computer account"",ADS}",how-to,admin,"{""understanding of IU organizational units and ADS"",""permissions to manage computer accounts in ADS""}",intermediate,2026-02-02 12:20:50.217731,llama3.1:8b
416,11322,Network Security,"{""TCP connections"",""campus housing"",""network security""}",overview,student,{},intermediate,2026-02-02 12:21:00.308886,llama3.1:8b
417,11325,File Transfer,"{""Unix-like systems"",""file size"",""ls -s command"",""du command"",""block length"",""operating systems""}",overview,student,"{""Unix-like file systems"",""basic understanding of file sizes and storage""}",intermediate,2026-02-02 12:21:15.015913,llama3.1:8b
418,11326,IU Computing Account Management,"{""IU computing account"",""account deletion"",""Tier 2"",""Indiana University""}",how-to,unknown,{},beginner,2026-02-02 12:21:27.20512,llama3.1:8b
419,11394,IU Common Build,"{""IU Common Build"",Windows,""endpoint management"",""AD group policy"",BitLocker,LAPS,SCCM}",overview,unknown,{},intermediate,2026-02-02 12:21:42.412613,llama3.1:8b
420,11329,JAWS,"{JAWS,""screen reader software"",""STC computing labs"",""Windows Narrator""}",how-to,student,"{""basic computer skills"",""familiarity with Windows operating system""}",beginner,2026-02-02 12:21:56.306382,llama3.1:8b
421,11330,Unix Security,"{Unix,""account compromise"",""password change"",""IU passphrase"",""security breach""}",troubleshooting,student,{},intermediate,2026-02-02 12:21:57.314682,llama3.1:8b
422,11332,STC Computing Labs,"{NVDA,""screen reader software"",""Windows Narrator""}",how-to,student,"{""access to STC computing labs"",""basic computer skills""}",beginner,2026-02-02 12:22:20.795374,llama3.1:8b
423,10999,Denodo Scheduler,"{""VDB Cache Refresh"",Denodo,Scheduler,Job,Cache}",how-to,faculty,"{""understanding of Denodo and its features"",""knowledge of IU environment and Two-Step Login (Duo)""}",intermediate,2026-02-02 12:22:38.736781,llama3.1:8b
424,10651,Cloud Computing on IU,"{""public cloud"",""IU cloud providers"",AWS,""Google Cloud"",""Microsoft Azure""}",overview,unknown,{},intermediate,2026-02-02 12:22:50.698331,llama3.1:8b
425,11334,STC Computing Labs,"{ZoomText,""screen magnification software"",""STC computing labs""}",how-to,student,"{""logging in to STC computing labs"",""familiarity with Windows Magnifier (optional)""}",beginner,2026-02-02 12:23:06.543624,llama3.1:8b
426,3180,IU Computing Accounts,"{IU,Bloomington,Indianapolis,""student organizations"",""computing accounts""}",reference,unknown,{},beginner,2026-02-02 12:23:19.138973,llama3.1:8b
427,11337,Windows Security,"{""IU ADS domain"",""login privileges"",""Windows computer"",""domain user""}",how-to,student,"{""Setting up IU ADS domain on Windows computer""}",intermediate,2026-02-02 12:23:31.514553,llama3.1:8b
428,11338,IU Research Computing Services,"{""Indiana University"",UITS,""Research Technologies"",""research supercomputers"",""storage space"",""scientific applications""}",overview,faculty,{},beginner,2026-02-02 12:23:43.965948,llama3.1:8b
429,11348,Windows Computer Management,"{Windows,""computer name"",""network identification"",""UITS recommendation""}",reference,student,"{""basic computer knowledge"",""understanding of University account""}",beginner,2026-02-02 12:23:56.578477,llama3.1:8b
430,11349,Windows Backup and Recovery,"{Windows,backup,recovery}",how-to,general,{},beginner,2026-02-02 12:24:06.5536,llama3.1:8b
431,10526,IU Shared Drives,"{""Google at IU Shared Drives"",""Paid Storage"",""Google Drive""}",overview,unknown,{},beginner,2026-02-02 12:24:07.561073,llama3.1:8b
432,11352,Computing Certifications,"{""computing certifications"",""IT certifications"",""certification programs""}",overview,unknown,{},beginner,2026-02-02 12:24:29.885886,llama3.1:8b
